id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1204162916213280769,1204162916213280769,1575929786000,2019-12-10,01:16:26,Russie TZ 2,1182293111084593152,bondonianl,bondonian_life,,Bond and Madeline book into L’Americaine #jamesbond #007 #spectre #danielcraig #madelineswann #leaseydoux #lamericaine #bondjamesbond #007spectre #following #likeandshare #followersinstagram #following #dailypost @…  https://www.instagram.com/p/B53jwUvjVEM/?igshid=7hbp8wcy7hcf …,[],['https://www.instagram.com/p/B53jwUvjVEM/?igshid=7hbp8wcy7hcf'],[],0,0,0,"['#jamesbond', '#spectre', '#danielcraig', '#madelineswann', '#leaseydoux', '#lamericaine', '#bondjamesbond', '#007spectre', '#following', '#likeandshare', '#followersinstagram', '#following', '#dailypost']",[],https://twitter.com/BondonianL/status/1204162916213280769,False,,0,,,,,,,"[{'user_id': '1182293111084593152', 'username': 'BondonianL'}]",
1203787506107518976,1203787506107518976,1575840281000,2019-12-09,00:24:41,Russie TZ 2,1182293111084593152,bondonianl,bondonian_life,,Now we know what C stands for....... #jamesbond #007 #spectre #m #ralphfiennes #maxdenbigh #andrewscott #danielcraig #leaseydoux #naomiharris #christopherwaltz #blofeld #bondjamesbond #007spectre #007sarcasm…  https://www.instagram.com/p/B504Z3ZDYFX/?igshid=7r5onffgw5ui …,[],['https://www.instagram.com/p/B504Z3ZDYFX/?igshid=7r5onffgw5ui'],[],0,0,0,"['#jamesbond', '#spectre', '#m', '#ralphfiennes', '#maxdenbigh', '#andrewscott', '#danielcraig', '#leaseydoux', '#naomiharris', '#christopherwaltz', '#blofeld', '#bondjamesbond', '#007spectre', '#007sarcasm']",[],https://twitter.com/BondonianL/status/1203787506107518976,False,,0,,,,,,,"[{'user_id': '1182293111084593152', 'username': 'BondonianL'}]",
1202376951115264001,1202376951115264001,1575503978000,2019-12-05,02:59:38,Russie TZ 2,892597363272933377,fly_lpp,flylpp,,"🤔😬A vintage now?
.
.
#swipeleft #currentmood #omegamychoice #007spectre #jamesbond #doesitdoanything #bondwatch #SpectreOwnersClub #dailywatch #flecto #jasonbourne #007 #bondjamesbond #danielcraig #InWatchgear…  https://www.instagram.com/p/B5q3lxBJbMl/?igshid=yagh4rw8o7w7 …",[],['https://www.instagram.com/p/B5q3lxBJbMl/?igshid=yagh4rw8o7w7'],[],0,0,0,"['#swipeleft', '#currentmood', '#omegamychoice', '#007spectre', '#jamesbond', '#doesitdoanything', '#bondwatch', '#spectreownersclub', '#dailywatch', '#flecto', '#jasonbourne', '#bondjamesbond', '#danielcraig', '#inwatchgear']",[],https://twitter.com/fly_lpp/status/1202376951115264001,False,,0,,,,,,,"[{'user_id': '892597363272933377', 'username': 'fly_lpp'}]",
1201690983378780160,1201690983378780160,1575340431000,2019-12-03,05:33:51,Russie TZ 2,1945725666,timothywongch,Timothy Wong 😎😷🇭🇰,,"A sequel to #007Spectre after 5 years, with the first look trailer of #NoTimeToDie dropping tomorrow but the release day 5 months from now, oh how the mighty had fallen.
#JamesBond007 #NotExcited",[],[],[],0,0,0,"['#007spectre', '#notimetodie', '#jamesbond007', '#notexcited']",[],https://twitter.com/TimothyWongCH/status/1201690983378780160,False,,0,,,,,,,"[{'user_id': '1945725666', 'username': 'TimothyWongCH'}]",
1198473887685566466,1198473887685566466,1574573416000,2019-11-24,08:30:16,Russie TZ 2,892597363272933377,fly_lpp,flylpp,,"🚗🍸🚁🧯🎞🧨🏍🚒🏴‍☠️🚨🚠💣🔫 🇬🇧 Seamastering. 
.
.
#currentmood #omegamychoice #007spectre #jamesbond #doesitdoanything #bondwatch #SpectreOwnersClub #dailywatch #flecto #jasonbourne #007 #bondjamesbond #danielcraig #InWatchgear…  https://www.instagram.com/p/B5PIr1pJ4IP/?igshid=sxb6cjsnggw6 …",[],['https://www.instagram.com/p/B5PIr1pJ4IP/?igshid=sxb6cjsnggw6'],[],0,0,0,"['#currentmood', '#omegamychoice', '#007spectre', '#jamesbond', '#doesitdoanything', '#bondwatch', '#spectreownersclub', '#dailywatch', '#flecto', '#jasonbourne', '#bondjamesbond', '#danielcraig', '#inwatchgear']",[],https://twitter.com/fly_lpp/status/1198473887685566466,False,,0,,,,,,,"[{'user_id': '892597363272933377', 'username': 'fly_lpp'}]",
1195897399568478208,1195897399568478208,1573959133000,2019-11-17,05:52:13,Russie TZ 2,892597363272933377,fly_lpp,flylpp,,"✈️ The sky’s the limit.
.
.
#currentmood #omegamychoice #007spectre #jamesbond #doesitdoanything #bondwatch #SpectreOwnersClub #dailywatch #flecto #jasonbourne #007 #bondjamesbond #danielcraig #InWatchgear #flylpp…  https://www.instagram.com/p/B481CJnp9y1/?igshid=phlosi23cptm …",[],['https://www.instagram.com/p/B481CJnp9y1/?igshid=phlosi23cptm'],[],0,0,0,"['#currentmood', '#omegamychoice', '#007spectre', '#jamesbond', '#doesitdoanything', '#bondwatch', '#spectreownersclub', '#dailywatch', '#flecto', '#jasonbourne', '#bondjamesbond', '#danielcraig', '#inwatchgear', '#flylpp']",[],https://twitter.com/fly_lpp/status/1195897399568478208,False,,0,,,,,,,"[{'user_id': '892597363272933377', 'username': 'fly_lpp'}]",
1185574590904438784,1185574590904438784,1571497984000,2019-10-19,18:13:04,Russie TZ 2,892597363272933377,fly_lpp,flylpp,,"😎It talks to me.
.
.
#omegamychoice #007spectre #jamesbond #doesitdoanything #bondwatch #SpectreOwnersClub #dailywatch #flecto #jasonbourne #007 #bondjamesbond #danielcraig #InWatchgear #flylpp #nato…  https://www.instagram.com/p/B3zewkHpDfY/?igshid=jjafcfe3g9ur …",[],['https://www.instagram.com/p/B3zewkHpDfY/?igshid=jjafcfe3g9ur'],[],0,0,0,"['#omegamychoice', '#007spectre', '#jamesbond', '#doesitdoanything', '#bondwatch', '#spectreownersclub', '#dailywatch', '#flecto', '#jasonbourne', '#bondjamesbond', '#danielcraig', '#inwatchgear', '#flylpp', '#nato']",[],https://twitter.com/fly_lpp/status/1185574590904438784,False,,0,,,,,,,"[{'user_id': '892597363272933377', 'username': 'fly_lpp'}]",
1181232370084696064,1181232370084696064,1570462717000,2019-10-07,18:38:37,Russie TZ 2,381388131,soqie_,soqie_,,The dead are alive... #NW #007Spectre,[],[],[],0,0,0,"['#nw', '#007spectre']",[],https://twitter.com/soqie_/status/1181232370084696064,False,,0,,,,,,,"[{'user_id': '381388131', 'username': 'soqie_'}]",
1178579071443329024,1178579071443329024,1569830122000,2019-09-30,10:55:22,Russie TZ 2,892597363272933377,fly_lpp,flylpp,,"🕶🍸🇬🇧 Still my favorite.
.
.
#omegamychoice #007spectre #jamesbond #doesitdoanything #bondwatch #SpectreOwnersClub #dailywatch #flecto #jasonbourne #007 #bondjamesbond #danielcraig #InWatchgear #flylpp #nato…  https://www.instagram.com/p/B3BxkGQASeM/?igshid=g1lks3a9i6dz …",[],['https://www.instagram.com/p/B3BxkGQASeM/?igshid=g1lks3a9i6dz'],[],0,0,0,"['#omegamychoice', '#007spectre', '#jamesbond', '#doesitdoanything', '#bondwatch', '#spectreownersclub', '#dailywatch', '#flecto', '#jasonbourne', '#bondjamesbond', '#danielcraig', '#inwatchgear', '#flylpp', '#nato']",[],https://twitter.com/fly_lpp/status/1178579071443329024,False,,0,,,,,,,"[{'user_id': '892597363272933377', 'username': 'fly_lpp'}]",
1178408928037748738,1178408928037748738,1569789556000,2019-09-29,23:39:16,Russie TZ 2,892597363272933377,fly_lpp,flylpp,,"🕶🍸🇬🇧 Gun barrel dial is back. 
.
#swipeleft 
.
#omegamychoice #007spectre #jamesbond #doesitdoanything #bondwatch #SpectreOwnersClub #dailywatch #flecto #jasonbourne #007 #bondjamesbond #danielcraig #InWatchgear…  https://www.instagram.com/p/B3AkMYXgL_E/?igshid=1k1wtj6rkzyt0 …",[],['https://www.instagram.com/p/B3AkMYXgL_E/?igshid=1k1wtj6rkzyt0'],[],0,0,0,"['#swipeleft', '#omegamychoice', '#007spectre', '#jamesbond', '#doesitdoanything', '#bondwatch', '#spectreownersclub', '#dailywatch', '#flecto', '#jasonbourne', '#bondjamesbond', '#danielcraig', '#inwatchgear']",[],https://twitter.com/fly_lpp/status/1178408928037748738,False,,0,,,,,,,"[{'user_id': '892597363272933377', 'username': 'fly_lpp'}]",
